,id_set,lang_name,sent_pos,sent
165,2,Czech,0,"Pak ho vedli _prázdnou_ a tichou _chodbou_ do ordinace.
"
166,2,Czech,1,"Básník, který se rozhodl všecko, včetně téhle pohádkově vybavené _budovy_, ironizovat, ji v duchu pohotově pokřtil «závodní kuchyně».
"
167,2,Czech,2,"A měl proč.
"
168,2,Czech,3,"Stály tu skříně i _skleněné_ skříňky s vyleštěnými poniklovanými _nástroji_,
"
169,2,Czech,4,"nezvykle složitě zkonstruovaná _křesla_, břichaté lampy se zářivými _koulemi_, spousta nejrůznějších lahviček, dále plynové hořáky, kotouče _kabelů_ i naprosto záhadné přístroje.
"
170,2,Czech,5,"_Ujali_ se ho hned tři najednou - dvě ženy a muž, všichni v bílém.
"
171,2,Czech,6,"Nejdřív jej odvedli do kouta ke _stolku_, zřejmě aby se ho na leccos vyptali.
"
172,2,Czech,7,"_Uvažoval_, co má dělat.
"
173,2,Czech,8,"Měl na vybranou tři možnosti
"
174,2,Czech,9,"a první byla neobyčejně _lákavá_: vrhnout se na všecky lampy a ostatní _důmyslné_ serepetičky; rozbít je napadrť a tím vyjádřit svůj protest nad tím, že ho neprávem _internovali_.
"
175,2,Czech,10,"Ale _dnešní_ Ivan se výrazně lišil od _včerejšího_ a tahle cesta mu připadala _pochybná_: co když si, propána, vemou do hlavy, že je zuřivý _šílenec_?
"
176,2,Czech,11,"Proto první možnost vyloučil.
"
177,2,Czech,12,"Nabízela se jiná: bez okolků začít _vyprávět_ o konzultantovi a Pilátu Pontském.
"
178,2,Czech,13,"_Včerejší_ zkušenost ale ukázala, že téhle příhodě tu nevěří, nebo ji _špatně_ chápou.
"
179,2,Czech,14,"Proto odvrhl i druhé řešení a zvolil si třetí - _zachovat_ důstojné mlčení.
"
180,2,Czech,15,"Nedokázal však důsledně _provést_ svùj záměr a musel chtě nechtě na celou řadu otázek _odpovídat_, třebaže na půl úst a neochotně.
"
181,2,Czech,16,"_Vyptávali_ se ho podrobně na jeho _život_, dokonce je zajímalo, že před patnácti lety dostal spálu a jaký měla průběh.
"
182,2,Czech,17,"Popsali o něm celou _stránku_, pak obrátili list a žena v bílém se začala donekonečna vyptávat na _příbuzenstvo_:
"
183,2,Czech,18,"kdo z příbuzných _zemřel_, kdy a na co, jestli _pil_ nebo trpěl pohlavními chorobami a podobně.
"
184,2,Czech,19,"Na závěr ho požádali, aby vyprávěl, co se _včera_ událo na Patriarchových rybnících, ale příliš nedotírali a příběh o Pilátu Pontském je nijak zvlášť _nepřekvapil_.
"
185,2,Czech,20,"Žena pak _předala_ Ivana lékaři, který se ho už na nic neptal.
"
186,2,Czech,21,"Změřil mu teplotu, přezkoumal _puls_ a posvítil mu baterkou do _očí_.
"
187,2,Czech,22,"Pak přispěchala lékaři na _pomoc_ ošetřovatelka a společně Ivana píchali, naštěstí ne příliš bolestivě, do _zad_, kreslili držadlem kladívka jakési znaky do _kůže_ na prsou, poklepávali mu kladívkem do kolen, až _povyskočil_, bodali ho do prsou, do ohybu lokte a brali mu krev, navlékali mu na ruce _gumové_ náramky…"
188,2,Ukranian,0,"Після цього Івана Миколайовича повели _порожнім_ і безгомінним _коридором_ і привели у величезний кабінет.
"
189,2,Ukranian,1,"Іван, поклавши ставитися до всього, що є в цій на диво обладнаній _будівлі_, з іронією, відразу подумки охрестив кабінет «фабрикою-кухнею».
"
190,2,Ukranian,2,"І було за що.
"
191,2,Ukranian,3,"Тут стояли шафи і _скляні_ шафки з блискучими нікельованими _інструментами_.
"
192,2,Ukranian,4,"Були _крісла_ надзвичайно складної конструкції, якісь пузаті лампи з сяючими _ковпаками_, сила-силенна склянок, і газові горілки, і електричні _дроти_, і зовсім нікому невідомі прилади.
"
193,2,Ukranian,5,"У кабінеті над Іваном _заходилися_ троє: дві жінки і один чоловік, усі в білому.
"
194,2,Ukranian,6,"Насамперед Івана відвели в куточок за _столик_ з неприхованим наміром дещо у нього випитати.
"
195,2,Ukranian,7,"Іван почав _обдумувати_ становище.
"
196,2,Ukranian,8,"Перед ним було три шляхи.
"
197,2,Ukranian,9,"Надзвичайно _спокушав_ перший: кинутися на ці лампи і _мудровані_ речі, всі їх до чортової матері перетрощити і таким чином висловити свій протест на те, що його даремно _затримали_.
"
198,2,Ukranian,10,"Але _сьогоднішній_ Іван значно вже одрізнявся від Івана _вчорашнього_, і перший шлях видався йому _сумнівним_: чого доброго вони закореняться на думці, що він буйний _божевільний_.
"
199,2,Ukranian,11,"Тому перший шлях Іван відкинув.
"
200,2,Ukranian,12,"Був другий: відразу почати _розповідь_ про консультанта і Понтія Пілата.
"
201,2,Ukranian,13,"Але _вчорашній_ досвід показував, що цій розповіді не вірять чи то сприймають її якось _перекручено_.
"
202,2,Ukranian,14,"Тому Іван і від цього шляху відмовився, вирішивши обрати третій — _замкнутися_ в гордій мовчанці.
"
203,2,Ukranian,15,"Сповна _здійснити_ це не було спромоги, і хоч-не-хоч довелося відповідати, хай скупо і понуро, на цілу низку _запитань_.
"
204,2,Ukranian,16,"І в Івана _випитали_ геть-чисто все про його минуле _життя_, аж до того, коли та як він хворів на скарлатину років п’ятнадцять тому.
"
205,2,Ukranian,17,"Списавши за Іваном цілу _сторінку_, перегорнули її, і жінка з білому перейшла до розпитувань про Іванову _рідню_.
"
206,2,Ukranian,18,"Почалась якась нісенітниця: хто _помер_, коли та від чого, чи не _пив_, чи не хворів на венеричні хвороби, і все таке та подібне.
"
207,2,Ukranian,19,"Наостанку попрохали розповісти про _вчорашню_ пригоду на Патріарших ставках, але надто не сікались, згадці про Понтія Пілата не _дивувалися_.
"
208,2,Ukranian,20,"Потім жінка _поступилась_ Іваном чоловікові, а той заходився коло Івана по-своєму і ні про що вже не розпитував.
"
209,2,Ukranian,21,"Він виміряв температуру Іванового тіла, полічив _пульс_, подивився йому в _очі_, світячи ів них якоюсь лампою.
"
210,2,Ukranian,22,"Згодом на _допомогу_ чоловікові прийшла інша жінка, і Івана кололи, але не боляче, чимось у _спину_, креслили руків’ям молоточка якісь знаки йому на _шкірі_ грудей, стукали молоточками по колінах, від чого ноги Іванові _підскакували_, кололи палець і брали з нього кров, кололи в лікоть, надягали на руки якісь _гумови_ браслети…"
211,2,Belarussian,0,"Пасля гэтага Iвана павялi па _пустым_ i глухiм _калiдоры_ i прывялi ў велiзарны па памерах кабiнет.
"
212,2,Belarussian,1,"Iван, якi вырашыў, што будзе адносiцца да ўсяго, што ёсць у гэтым надзiва абстаўленым _будынку_, iранiчна, тут жа ахрысцiў кабiнет ""фабрыкай-кухняй"".
"
213,2,Belarussian,2,"I было за што.
"
214,2,Belarussian,3,"Тут стаялi шафы i _шкляныя_ шафачкi з блiскучымi нiкiляванымi _iнструментамi_.
"
215,2,Belarussian,4,"Былi _крэслы_ надзвычай складанай канструкцыi, нейкiя пузатыя лямпы з блiскучымi _каўпакамi_, многа шклянак, i газавыя гарэлкi, i электрычныя _правады_, i зусiм нiкому не вядомыя прыборы.
"
216,2,Belarussian,5,"У кабiнеце за Iвана _ўзялiся_ ўтраiх - дзве жанчыны i адзiн мужчына, усе ў белым.
"
217,2,Belarussian,6,"Найперш Iвана павялi ў куток, за _столiк_, з яўным намерам нешта ў яго выпытаць.
"
218,2,Belarussian,7,"Iван пачаў _думаць_ пра сваё становiшча.
"
219,2,Belarussian,8,"Перад iм былi тры шляхi.
"
220,2,Belarussian,9,"Надзвычай _спакушаў_ першы: кiнуцца на гэтыя лямпы i _мудрагелiстыя_ рэчы i ўсе к д'яблу пабiць i паламаць i такiм чынам выказаць свой пратэст за тое, што яго дарэмна _трымаюць_ тут.
"
221,2,Belarussian,10,"Але _сённяшнi_ Iван ужо ў многiм адрознiваўся ад Iвана _ўчарашняга_, i першы варыянт здаўся яму _сумнiцельным_: чаго добрага, яны ўваб'юць сабе ў голаў, што ён _вар'ят_.
"
222,2,Belarussian,11,"Таму першы шлях Iван адмёў.
"
223,2,Belarussian,12,"Быў i другi шлях: адразу ж пачаць _расказ_ пра кансультанта i Понцiя Пiлата.
"
224,2,Belarussian,13,"Аднак _учарашнi_ вопыт паказаў, што гэтаму расказу не вераць альбо ўспрымаюць яго неяк _наадварот_.
"
225,2,Belarussian,14,"Таму Iван i ад гэтага шляху адмовiўся, вырашыў выбраць трэцi: _адгарадзiцца_ ганарлiвым маўчаннем.
"
226,2,Belarussian,15,"Цалкам гэта _ажыццявiць_ не ўдалося, хочаш не хочаш, а давялося адказваць, хаця i скупа i панура, на многа _пытанняў_.
"
227,2,Belarussian,16,"У Iвана _распыталiся_ пра ўсё яго ранейшае _жыццё_, аж да таго, калi i як ён хварэў на скарлатыну гадоў пятнаццаць назад.
"
228,2,Belarussian,17,"Спiсалi ўслед за Iванам цэлую _старонку_, перагарнулi яе, i жанчына ў белым перайшла да роспытаў пра _сваякоў_.
"
229,2,Belarussian,18,"Пачалася цэлая мiтрэнга: хто _памёр_, калi ды ад чаго, цi _пiў_, цi хварэў венерычнымi хваробамi i ўсё ў гэтым плане.
"
230,2,Belarussian,19,"Пад канец папрасiлi расказаць пра _ўчарашняе_ здарэнне на Патрыярхавых сажалках, але не надта прыдзiралiся, паведамленню пра Понцiя Пiлата не _здзiўлялiся_.
"
231,2,Belarussian,20,"I тут жанчына _аддала_ Iвана мужчыну, i той узяўся за яго iнакш, нi пра што больш не распытваўся.
"
232,2,Belarussian,21,"Ён памераў тэмпературу, палiчыў _пульс_, паглядзеў Iвану ў _вочы_, свецячы ў iх нейкай лямпачкай.
"
233,2,Belarussian,22,"Потым на _дапамогу_ прыйшла другая жанчына, i Iвана калолi нечым небалючым у _спiну_, малявалi ручкай малаточка ў яго на _скире_ грудзей, стукалi малаточкам па каленях, ад чаго ногi ў Iвана _падскоквалi_, калолi палец i бралi з яго кроў, калолi ля локця, надзявалi на рукi нейкiя _гумавыя_ бранзалеты. "
250,2,Slovak,0,"Potom ho viedli _prázdnou_, tichou _chodbou_ do obrovskej ordinácie. 
"
251,2,Slovak,1,"Ivan sa rozhodol, že sa bude správať ironicky ku všetkému, čo sa nachádza v tejto zázraène vybavenej _budove_, a v duchu hneď pokrstil ordináciu na závodnú kuchyňu.
"
252,2,Slovak,2,"A právom.
"
253,2,Slovak,3,"Stáli tu skriňa a _sklené_ vitrínky s ligotavými niklovými _nástrojmi_.
"
254,2,Slovak,4,"Boli tam _kreslá_ neobyčajne zložitej konštrukcie, akési bachraté lampy s lesklými _tienidlami_, množstvo skúmaviek, plynové horáky, elektrické _káble_ a záhadné prístroje.
"
255,2,Slovak,5,"V ordinácii si ho _vzali_ do parády hneď traja – dve ženy a jeden muž, všetci v bielom.
"
256,2,Slovak,6,"Najprv ho odviedli k _stolíku_ do kúta, zrejme ho chceli vyspovedať.
"
257,2,Slovak,7,"Ivan _uvažoval_ o situácii.
"
258,2,Slovak,8,"Mal tri možnosti.
"
259,2,Slovak,9,"Neobyčajne ho _lákala_ prvá: vrhnúť sa na tieto lampy a _zložité_ aparatúry a všetko to dodrúzgať na márne kúsky, čím by vyjadril svoj protest proti tomu, že ho tu _držia_ pre nič za nič.
"
260,2,Slovak,10,"Ale _dnešný_ Ivan sa už značne líšil od _včerajšieho_ a tento spôsob sa mu zdal _pochybný_: ešte by sa, nedajbože, utvrdili v presvedčení, že je zúrivý _šialenec_.
"
261,2,Slovak,11,"Preto prvú možnosť zavrhol.
"
262,2,Slovak,12,"Bola tu druhá možnosť: hneď im _porozprávať_ o konzultantovi a Pontskom Pilátovi.
"
263,2,Slovak,13,"_Včerajšie_ skúsenosti ho však poučili, že tomuto rozprávaniu neveria, alebo si ho vysvetľujú akosi _pokrútene_.
"
264,2,Slovak,14,"Preto sa zriekol aj tejto možnosti a rozhodol sa pre tretiu – _uzavrieť_ sa v hrdom mlčaní.
"
265,2,Slovak,15,"Úplne sa mu to _dosiahnuť_ nepodarilo, voľky-nevoľky musel odpovedať, i keď skúpo a nevľúdne, na celú fúru _otázok_.
"
266,2,Slovak,16,"A _vyspovedali_ ho naozaj dôkladne o jeho predchádzajúcom _živote_, boli zvedaví dokonca aj na to, aký priebeh mal šarlach, ktorý prekonal voľakedy pred pätnástimi rokmi.
"
267,2,Slovak,17,"Keď už popísali o ňom celú _stránku_, prevrátili ju a žena v bielom prešla k otázkam o Ivanových _príbuzných_.
"
268,2,Slovak,18,"Nemalo to konca-kraja: kto z nich _umrel_, kedy a na čo, či dotyčný _nepil_, či nemal nejakú pohlavnú chorobu a podobné otázky.
"
269,2,Slovak,19,"Na záver ho požiadali, aby im porozprával o _včerajšej_ udalosti pri Patriarchových rybníkoch, ale veľmi nenaliehali a _nečudovali_ sa, keď sa zmienil o Pontskom Pilátovi.
"
270,2,Slovak,20,"Potom žena _prepustila_ Ivana mužovi a ten sa pustil doňho ináč a na nič sa ho už nevypytoval.
"
271,2,Slovak,21,"Odmeral mu teplotu, _pulz_, posvietil mu do _očí_ akousi lampou.
"
272,2,Slovak,22,"Potom prišla mužovi na _pomoc_ druhá žena a Ivana pichali do _chrbta_, ale nie bolestivo, poriskom kladivka mu kreslili akési znaky na _koži_ na prsiach, klopkali mu kladivkami po kolenách, až mu nohy _nadskakovali_, pichli mu do prsta a vzali krv, pichli mu do lakťového ohybu, natiahli mu na ruky akési _gumené_ náramnice..."
289,2,Bulgarian,0,"След това поведоха Иван Николаевич по _празния_ и безшумен _коридор_ и го вкараха в огромен кабинет.
"
290,2,Bulgarian,1,"Решил да се отнася с ирония към всичко в тази великолепно обзаведена _сграда_, Иван веднага кръсти мислено кабинета „кухня — комбинат“.
"
291,2,Bulgarian,2,"Имаше защо.
"
292,2,Bulgarian,3,"Пълно беше с шкафове и _стъклени_ шкафчета с лъскави никелирани _инструменти_.
"
293,2,Bulgarian,4,"Имаше _кресла_ с много сложно устройство, някакви тумбести лампи с блестящи _абажури_, множество стъкленици и спиртници, електрически _жици_ и абсолютно никому неизвестни апаратури.
"
294,2,Bulgarian,5,"В кабинета с Иван се _заловиха_ трима души — две жени и един мъж, всичките в бяло.
"
295,2,Bulgarian,6,"Най-напред отведоха Иван до една _маса_ в ъгъла с явната цел да го поразпитат за туй-онуй.
"
296,2,Bulgarian,7,"Иван се _замисли_ над положението си.
"
297,2,Bulgarian,8,"Пред него се откриваха три възможности.
"
298,2,Bulgarian,9,"Много _съблазнителна_ беше първата: да се хвърли върху тези лампи и _чудновати_ нещица, да ги направи всичките на пух и прах и така да изрази протеста си, задето е бил _задържан_ неправилно.
"
299,2,Bulgarian,10,"Но _днешният_ Иван значително се различаваше от _вчерашния_ Иван и първият вариант му се видя _съмнителен_: току-виж у тях се загнезди мисълта, че е буен _луд_.
"
300,2,Bulgarian,11,"Затова Иван отхвърли първия изход.
"
301,2,Bulgarian,12,"Имаше и втори: веднага да почне да им _разправя_ за консултанта и за Пилат Понтийски.
"
302,2,Bulgarian,13,"Но _вчерашният_ опит му подсказваше, че хората не вярват на този разказ или го приемат някак _изопачено_.
"
303,2,Bulgarian,14,"Затова Иван се отказа и от този вариант и реши да избере третия — да _запази_ гордо мълчание.
"
304,2,Bulgarian,15,"Но не успя да _устои_ докрай и ще — не ще, отговори, макар и сдържано, навъсено, на цяла редица _въпроси_.
"
305,2,Bulgarian,16,"_Разпитаха_ Иван за абсолютно всичко, свързано с досегашния му _живот_, дори как е боледувал от скарлатина преди петнайсетина години.
"
306,2,Bulgarian,17,"След като казаното от Иван запълни цяла _страница_, обърнаха я и жената в бяло взе да разпитва Иван за _роднините_ му.
"
307,2,Bulgarian,18,"Че като почна Иван една дълга и широка: кой кога и от какво е _умрял_, дали е _пиел_, боледувал ли е от венерически болести и тям подобни.
"
308,2,Bulgarian,19,"Накрая го помолиха да разкаже за _вчерашното_ произшествие на Патриаршите езера, но не му досаждаха много и на съобщението за Пилат Понтийски не се _учудиха_.
"
309,2,Bulgarian,20,"После жената _прехвърли_ Иван на мъжа, който го подхвана по иначе, вече без да го разпитва.
"
310,2,Bulgarian,21,"Премери му телесната температура и _пулса_, надникна му в _очите_, като светеше в тях с някаква лампа.
"
311,2,Bulgarian,22,"На _помощ_ на мъжа дойде друга жена и двамата почнаха да бодат Иван с нещо в _гърба_, но не болезнено, рисуваха с дръжката на едно чукче по _кожата_ на гърдите му някакви знаци, удряха го с чукчета по коленете, та краката на Иван _подскачаха_, бодоха му пръста, за да му вземат кръв, бодоха го в свивката на лакътя, слагаха му на ръцете някакви _гумени_ гривни …
"
824,2,Slovene,0,"Potem so Ivana Nikolajeviča odpeljali po _praznem_ in tihem _hodniku_ in ga pripeljali v ordinacijsko sobo velikanskih razsežnosti.
"
825,2,Slovene,1,"Ker je bil odločen, da bo vse v tej čudovito opremljeni _stavbi_ sprejemal z ironijo, je to ordinacijo v mislih takoj krstil za »javno kuhinjo«.
"
826,2,Slovene,2,"In imel je za kaj.
"
827,2,Slovene,3,"Tu so stale omare in _zastekljene_ omarice z bleščečimi se ponikljanimi _instrumenti_.
"
828,2,Slovene,4,"Tu so bili _naslanjači_ nenavadno zapletene izdelave, nekakšne trebušaste svetilke s svetečimi se _senčniki_, obilica stekleničk, plinski gorilniki, električne _napeljave_ in vsakomur neznane priprave.
"
829,2,Slovene,5,"V ordinaciji so Ivana _sprejeli_ trije — dve ženski in en moški, vsi v belem.
"
830,2,Slovene,6,"Najprej so ga odpeljali k _mizici_ v kotu z očitnim namenom, da bi ga izpraševali.
"
831,2,Slovene,7,"Ivan je začel _preudarjati_ položaj.
"
832,2,Slovene,8,"Ponujale so se mu tri poti.
"
833,2,Slovene,9,"Nadvse _mikavna_ je bila prva: da bi se vrgel nad te svetilke in bistro _izmišljene_ stvarčice, vse razbil na drobne kosce in tako izrazil svoj protest proti temu, da ga zadržujejo za _prazen nič_.
"
834,2,Slovene,10,"Vendar se je _današnji_ Ivan že znatno razločeval od _včerajšnjega_, in prva pot se mu je pokazala _dvomljiva_: navsezadnje jih bo potrdila v misli, da je nasilen _slaboumnež_.
"
835,2,Slovene,11,"Zato je prvo pot zavrgel.
"
836,2,Slovene,12,"Druga pot je bila: začeti takoj _pripovedovati_ o izvedencu in o Ponciju Pilatu.
"
837,2,Slovene,13,"Vendar je _včerajšnja_ izkušnja kazala, da tej pripovedi ne verjamejo ali da jo sprejemajo nekako _popačeno_.
"
838,2,Slovene,14,"Zato se je Ivan tudi te poti odrekel in sklenil izbrati tretjo — _zagrniti_ se v ponosen molk.
"
839,2,Slovene,15,"Pa tudi tega ni mogel v celoti _uresničiti_, hočeš nočeš je moral, čeprav skopo in čemerno, odgovoriti na celo vrsto _vprašanj_.
"
840,2,Slovene,16,"_Vprašali_ so ga prav vse o njegovem preteklem _življenju_, celo to, kdaj in kako je imel pred petnajstimi leti škrlatinko.
"
841,2,Slovene,17,"Popisali so z njegovimi odgovori celo _stran_, jo obrnili, in ženska v belem je prešla k vprašanjem o Ivanovih _sorodnikih_.
"
842,2,Slovene,18,"Začelo se je pravo tratenje časa: kdo je _umrl_, kdaj in od česa, ali je _pil_, je imel kake spolne bolezni, in podobno naprej.
"
843,2,Slovene,19,"Na koncu so ga prosili, naj pripoveduje o tistem, kar se je _včeraj_ zgodilo pri Patriarhijskih ribnikih, vendar ga niso posebno silili in nič se niso _čudili_ sporočilu o Ponciju Pilatu.
"
844,2,Slovene,20,"Tedaj je ženska Ivana _odstopila_ moškemu in ta se ga je lotil drugače, ne da bi ga kaj izpraševal.
"
845,2,Slovene,21,"Izmeril je njegovo telesno temperaturo, mu štel _utripe_, gledal mu je v _oči_, sveteč vanje z nekakšno svetilko.
"
846,2,Slovene,22,"Potem je prišla možu na _pomoč_ druga ženska; zbadala sta Ivana v _hrbtenico_, vendar ne boleče, mu z držajem kladivca risala nekakšna znamenja po _koži_ na prsih, mu trkala s kladivcem po kolenih, da so mu noge _odskakovale_, pičila sta ga v prst in vzela iz njega kri, ga vbodla v komolčni sklep, mu prevezala roko z nekakšnimi _gumastimi_ cevmi …"
312,3,Russian,0,"Он запнулся, почувствовав, что дальше _молитва_ может перейти в угрозу; он побоялся оскорбить _бога_ в минуту, когда более всего нуждался в его сострадании и _милосердии_.
"
313,3,Russian,1,"Сама мысль об этом испугала, и, чтобы отогнать даже тень _угрозы_, он снова принялся хлестать коня – стены Ариции, _расположенной_ на полпути к Риму, уже белели перед ним в лунном сиянии.
"
314,3,Russian,2,"Через какое-то _время_ он промчался во весь опор мимо храма Меркурия, стоявшего в роще около _города_.
"
315,3,Russian,3,"Здесь, видимо, уже знали о бедствии – возле храма было необычное _движение_.
"
316,3,Russian,4,"Пролетая мимо, Виниций заметил на ступенях и между _колоннами_ группы людей с факелами, тянущихся под _защиту_ божества.
"
317,3,Russian,5,"Дорога тоже не была теперь такой пустынной, как сразу за Ардеей.
"
318,3,Russian,6,"Множество людей _направлялось_ в рощу боковыми _тропинками_, но и на главной дороге толпились встревоженные _кучки_, поспешно расступавшиеся перед неистово скачущим всадником.
"
319,3,Russian,7,"Из _города_ доносился гул голосов.
"
320,3,Russian,8,"Виниций бурей ворвался в _город_, сбил с ног нескольких человек.
"
321,3,Russian,9,"И сразу его _оглушили_ крики: «Рим горит! _Город_ в огне! _Боги_, спасите Рим!»
"
322,3,Russian,10,"Но вот конь споткнулся и, удерживаемый _мощной_ рукой, осел на задние ноги перед _постоялым_ двором, где Виниций держал другого на смену.
"
323,3,Russian,11,"Рабы, будто ожидая приезда _господина_, стояли у ворот и, по его _приказанию_, бросились наперегонки выводить свежего коня.
"
324,3,Russian,12,"А Виниций, заметив отряд из десяти _конных_ преторианцев, видимо, _направлявшихся_ с вестями из _города_ в Анций, и, подскочив к ним, начал _спрашивать_.
"
325,3,Russian,13,"– Какая часть _города_ горит?
"
326,3,Russian,14,"– Пожар, _господин_, начался в лавках возле _Большого_ Цирка. 
"
327,3,Russian,15,"Когда нас отправили, в огне был центр _города_.
"
328,3,Russian,16,"– А Заречье?
"
329,3,Russian,17,"– Туда _пламя_ еще не дошло, но с неудержимой силой сметает _новые_ кварталы.
"
330,3,Russian,18,"Люди погибают от огня и от _дыма_, любое спасение невозможно.
"
331,3,Russian,19,"В этот миг Виницию _подвели_ нового коня.
"
332,3,Russian,20,Молодой трибун _вскочил_ на него и поскакал дальше.
333,3,Polish,0,"I przerwał, czuł bowiem, że dalsza _modlitwa_ mogła się zmienić w groźbę; bał się obrazić _bóstwo_ w chwili, gdy najbardziej potrzebował Jego _litości_ i łaski.
"
334,3,Polish,1,"Zląkł się na samą myśl o tym, i, by nie dopuścić do głowy ani cienia _groźby_, począł znów smagać konia, tym bardziej że białe mury Arycji, która _leżała_ na połowie drogi do Rzymu, zaświeciły już przed nim w blasku księżyca.
"
335,3,Polish,2,"Po pewnym _czasie_ przebiegł w całym pędzie koło świątyni Merkurego, która leżała w gaju przed _miastem_.
"
336,3,Polish,3,"Wiedziano już tu widocznie o nieszczęściu, albowiem przed świątynią panował _ruch_ niezwykły.
"
337,3,Polish,4,"Winicjusz dojrzał w przelocie na schodach i między _kolumnami_ roje ludzi świecących sobie pochodniami, którzy cisnęli się pod _opiekę_ bóstwa.
"
338,3,Polish,5,"Droga nie była też już ani tak pusta, ani tak wolna jak za Ardeą.
"
339,3,Polish,6,"Tłumy _dążyły_ wprawdzie do gaju bocznymi _ścieżkami_, ale i na głównym gościńcu stały _gromadki_, które usuwały się pośpiesznie przed pędzącym jeźdźcem.
"
340,3,Polish,7,"Z _miasta_ dochodził gwar głosów.
"
341,3,Polish,8,"Winicjusz wpadł w _nie_ jak wicher, przewróciwszy i stratowawszy kilku ludzi po drodze.
"
342,3,Polish,9,"Naokół teraz _otoczyły_ go okrzyki: „Rzym płonie! _Miasto_ w ogniu! _Bogowie_, ratujcie Rzym!”
"
343,3,Polish,10,"Koń potknął się i ściągnięty _silną_ ręką, osiadł na zadzie przed _gospodą_, w której Winicjusz trzymał innego do zmiany.
"
344,3,Polish,11,"Niewolnicy, jakby spodziewając się przybycia _pana_, stali przed gospodą i na jego _rozkaz_ ruszyli na wyścigi, by przyprowadzić nowego konia.
"
345,3,Polish,12,"Winicjusz zaś widząc oddział złożony z dziesięciu _konnych_ pretorianów, którzy widocznie _jechali_ z wieścią z _miasta_ do Ancjum, skoczył ku nim i począł _pytać_:
"
346,3,Polish,13,"— Która część _miasta_ w ogniu?
"
347,3,Polish,14,"— Pożar, _panie_, wybuchł w kramach przy _Wielkim_ Cyrku.
"
348,3,Polish,15,"Gdy nas wysłano, środek _miasta_ był w ogniu.
"
349,3,Polish,16,"— A Zatybrze?
"
350,3,Polish,17,"— _Płomień_ tam dotychczas nie doszedł, lecz z niepowstrzymaną siłą ogarnia coraz _nowe_ dzielnice.
"
351,3,Polish,18,"Ludzie giną od żaru i _dymu_ i wszelki ratunek niemożliwy.
"
352,3,Polish,19,"W tej chwili _podano_ Winicjuszowi nowego konia.
"
353,3,Polish,20,Młody trybun _skoczył_ na niego i popędził dalej.
991,3,Serbian,0,"И прекиде, jер осећаше да би се даља _молитва_ могла претворити у претњу, боjао се, увредиће _Божанство_ у часу кад му jе наjвише требало његове милости и _наклоности_.
"
992,3,Serbian,1,"Уплаши се и на саму помисао о томе, па, да му не би на ум пала ни наjмања _претња_, стаде опет шибати коња, тим више што су се бели зидови Арициjе, коjа jе _била_ на половини пута до Рима, засветлели на месечини.
"
993,3,Serbian,2,"После неког _времена_ проjури у наjвећем трку поред храма Меркурова, коjи jе био у гаjу пред _градом_.
"
994,3,Serbian,3,"Ту се већ очевидно знало за несречу, jер jе пред храмом била необична _тишина_.
"
995,3,Serbian,4,"Винициjе сагледа, у пролетању, на степеницама и међу _стубовима_, гомиле људи коjи су се тискали под _заштиту_ божjу.
"
996,3,Serbian,5,"А и пут ниjе више био ни онако пуст ни онако слободан као иза Ардеjе. 
"
997,3,Serbian,6,"Гомиле су, додуше, _ишле_ у гаj споредним _стазама_, али су и на главном друму стаjале _гомилице_ коjе су се журно склањале испред коњаника у трку.
"
998,3,Serbian,7,"Из _града_ jе допирао жубор.
"
999,3,Serbian,8,"Винициjе упаде у _град_ као вихор, оборивши и прегазивши неколико људи на путу.
"
1000,3,Serbian,9,"Сада га _одасвуда_ опколише узвици: ""Рим гори! _Град_ jе у огњу! _Богови_, спасите Рим!""
"
1001,3,Serbian,10,"Коњ се спотаче па, тргнут _снажном_ руком, седе пред _крчмом_ у коjоj jе Винициjе држао другога за промену.
"
1002,3,Serbian,11,"Робови, као да су очекивали долазак _господара_, стоjаху пред крчмом, и на његову _заповест_ jурнуше ко ће пре да доведе новога коња.
"
1003,3,Serbian,12,"Винициjе, пак, видевши одељење од десет преториjанаца на _коњима_ коjи су очевидно _носили_ глас из _града_ у Анциjум, притрча им и стаде их _питати_:
"
1004,3,Serbian,13,"- Коjи jе део _града_ у огњу?
"
1005,3,Serbian,14,"- Пожар jе, _господару_, плануо у дућанчићима око _Великога_ цирка.
"
1006,3,Serbian,15,"Кад су нас послали, у огњу jе била средина _града_.
"
1007,3,Serbian,16,"- А Затибарjе?
"
1008,3,Serbian,17,"- _Ватра_ досад ниjе тамо стигла, али неодољивом снагом обузима све _нове_ квартове.
"
1009,3,Serbian,18,"Свет гине од врелине и _дима_, и сваки jе спас немогучан.
"
1010,3,Serbian,19,"У том часу _приведоше_ винициjу другога коња.
"
1011,3,Serbian,20,"Млади трибун _скочи_ на њега, па погна даље."
354,3,Czech,0,"A tu přestal, protože cítil, že další _modlitba_ by se mohla změnit v hrozbu. Bál se urazit _Boha_ ve chvíli, kdy nejvíce potřeboval jeho _slitování_ a dobrodiní.
"
355,3,Czech,1,"Ulekl se při pouhém pomyšlení na to, a aby si v myšlenkách nepřipustil ani stín _hrozby_, začal znovu šlehat koně, a to tím spíše, že ve svitu měsíce se před ním bělaly zdi Aricie, _ležící_ na půli cesty do Říma. 
"
